hhID,personID,per_num,SUBREG,SUBREG_GRP,SUBREGCluster,PAge,PGender,PEmp,POcc,PComm,Pweight,SUBREG_GRPDummy,SUBREGClusterDummy
14691,29340,1,12,2,4,9,2,3,NA,NA,20.3367354,2,4
14691,29341,2,12,2,4,9,1,3,NA,NA,20.3367354,2,4
14692,29342,1,37,10,4,9,1,3,NA,NA,47.84701718,10,4
14692,29343,2,37,10,4,9,2,3,NA,NA,47.84701718,10,4
14693,29344,1,12,2,4,8,1,1,2,auto,20.3367354,2,4
14693,29345,2,12,2,4,7,2,1,5,transit,20.3367354,2,4
14695,29349,1,62.2,26,4,9,1,3,NA,NA,40.292277,26,4
14695,29350,2,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14695,29351,3,62.2,26,4,6,1,3,NA,NA,40.292277,26,4
14696,29352,1,37,10,4,8,2,1,2,transit,47.84701718,10,4
14696,29353,2,37,10,4,8,1,3,NA,NA,47.84701718,10,4
14697,29354,1,37,10,4,7,1,1,4,active,47.84701718,10,4
14697,29355,2,37,10,4,7,2,2,2,auto,47.84701718,10,4
14697,29356,3,37,10,4,2,2,3,NA,NA,47.84701718,10,4
14697,29357,4,37,10,4,2,1,3,NA,NA,47.84701718,10,4
14698,29358,1,44,16,3,8,1,3,NA,NA,36.22521005,16,3
14698,29359,2,44,16,3,7,2,2,2,auto,36.22521005,16,3
14698,29360,3,44,16,3,5,1,1,7,auto,36.22521005,16,3
14698,29361,4,44,16,3,4,1,1,7,transit,36.22521005,16,3
14699,29362,1,61,24,3,7,2,1,2,transit,46.18484884,24,3
14700,29363,1,41,12,2,7,1,1,3,auto,37.44934896,12,2
14700,29364,2,41,12,2,7,2,1,3,auto,37.44934896,12,2
14700,29365,3,41,12,2,2,1,3,NA,NA,37.44934896,12,2
14700,29366,4,41,12,2,2,2,3,NA,NA,37.44934896,12,2
14701,29367,1,34,7,4,5,2,1,3,workFromHome,35.08183565,7,4
14701,29368,2,34,7,4,5,1,1,6,auto,35.08183565,7,4
14702,29369,1,73,32,3,8,1,3,NA,NA,50.0922619,32,3
14702,29370,2,73,32,3,8,2,1,5,active,50.0922619,32,3
14703,29371,1,43,15,3,9,1,3,NA,NA,37.21069356,15,3
14704,29372,1,93,41,3,1,2,3,NA,NA,44.75355287,41,3
14704,29373,2,93,41,3,1,2,3,NA,NA,44.75355287,41,3
14704,29374,3,93,41,3,6,2,3,NA,NA,44.75355287,41,3
14704,29375,4,93,41,3,6,1,1,4,auto,44.75355287,41,3
14705,29376,1,81,37,1,9,2,3,NA,NA,77.69090909,37,1
14706,29377,1,83,39,3,9,1,1,4,auto,37.06229615,39,3
14706,29378,2,83,39,3,8,2,2,5,active,37.06229615,39,3
14706,29379,3,83,39,3,5,1,3,NA,NA,37.06229615,39,3
14706,29380,4,83,39,3,5,2,1,5,auto,37.06229615,39,3
14707,29381,1,43,15,3,8,2,1,10,auto,37.21069356,15,3
14707,29382,2,43,15,3,8,1,1,3,transit,37.21069356,15,3
14708,29383,1,73,32,3,7,2,1,2,auto,50.0922619,32,3
14708,29384,2,73,32,3,7,1,1,1,auto,50.0922619,32,3
14709,29385,1,33,6,2,5,2,1,2,auto,24.16290488,6,2
14709,29386,2,33,6,2,5,1,1,8,auto,24.16290488,6,2
14710,29387,1,11.1,1,2,9,1,3,NA,NA,38.66814155,1,2
14710,29388,2,11.1,1,2,9,2,3,NA,NA,38.66814155,1,2
14711,29389,1,68,28,3,9,2,3,NA,NA,49.12577502,28,3
14712,29390,1,68,28,3,7,2,2,2,workFromHome,29.48582053,28,3
14712,29391,2,68,28,3,7,1,1,6,auto,29.48582053,28,3
14712,29392,3,68,28,3,3,1,3,NA,NA,29.48582053,28,3
14712,29393,4,68,28,3,2,2,2,7,transit,29.48582053,28,3
14712,29394,5,68,28,3,2,1,3,NA,NA,29.48582053,28,3
14713,29395,1,61,24,3,5,1,1,3,transit,51.49353372,24,3
14713,29396,2,61,24,3,8,2,1,10,transit,51.49353372,24,3
14714,29397,1,68,28,3,7,1,1,10,auto,29.48582053,28,3
14714,29398,2,68,28,3,7,2,1,5,auto,29.48582053,28,3
14714,29399,3,68,28,3,4,2,2,7,auto,29.48582053,28,3
14715,29400,1,69,29,3,9,1,1,7,auto,42.86345741,29,3
14715,29401,2,69,29,3,9,2,3,NA,NA,42.86345741,29,3
14716,29402,1,13.2,3,1,9,1,3,NA,NA,32.17161866,3,1
14716,29403,2,13.2,3,1,8,2,3,NA,NA,32.17161866,3,1
14717,29404,1,33,6,2,7,2,1,8,auto,24.16290488,6,2
14717,29405,2,33,6,2,8,1,1,8,auto,24.16290488,6,2
14718,29406,1,93,41,3,9,1,3,NA,NA,44.75355287,41,3
14718,29407,2,93,41,3,9,2,3,NA,NA,44.75355287,41,3
14719,29408,1,62.2,26,4,9,1,3,NA,NA,40.292277,26,4
14719,29409,2,62.2,26,4,8,2,1,7,auto,40.292277,26,4
14720,29410,1,12,2,4,7,2,1,5,auto,20.3367354,2,4
14720,29411,2,12,2,4,7,1,2,7,transit,20.3367354,2,4
14720,29412,3,12,2,4,2,2,3,NA,NA,20.3367354,2,4
14720,29413,4,12,2,4,2,2,3,NA,NA,20.3367354,2,4
14721,29414,1,34,7,4,9,1,3,NA,NA,35.08183565,7,4
14722,29415,1,33,6,2,5,2,1,6,transit,24.16290488,6,2
14722,29416,2,33,6,2,5,1,1,5,transit,24.16290488,6,2
14723,29417,1,69,29,3,7,2,1,5,auto,42.86345741,29,3
14723,29418,2,69,29,3,6,1,1,8,workFromHome,42.86345741,29,3
14723,29419,3,69,29,3,2,2,3,NA,NA,42.86345741,29,3
14723,29420,4,69,29,3,1,2,3,NA,NA,42.86345741,29,3
14724,29421,1,77,35,4,8,1,1,8,auto,38.01839415,35,4
14724,29422,2,77,35,4,8,2,1,2,auto,38.01839415,35,4
14725,29423,1,51.1,19,1,8,2,1,5,auto,32.82337558,19,1
14725,29424,2,51.1,19,1,8,1,1,7,auto,32.82337558,19,1
14726,29425,1,81,37,1,8,2,3,NA,NA,41.63658283,37,1
14726,29426,2,81,37,1,7,1,3,NA,NA,41.63658283,37,1
14727,29427,1,47.1,17,1,8,1,2,7,workFromHome,16.84120461,17,1
14727,29428,2,47.1,17,1,8,2,1,5,auto,16.84120461,17,1
14728,29429,1,41,12,2,8,2,1,2,transit,37.44934896,12,2
14728,29430,2,41,12,2,9,2,3,NA,NA,37.44934896,12,2
14729,29431,1,92,40,4,5,1,1,8,auto,59.0185667,40,4
14729,29432,2,92,40,4,5,2,2,4,auto,59.0185667,40,4
14730,29433,1,22,5,2,7,2,1,2,active,37.35369136,5,2
14731,29434,1,94,42,4,8,1,2,9,workFromHome,45.22586873,42,4
14731,29435,2,94,42,4,8,2,1,5,auto,45.22586873,42,4
14731,29436,3,94,42,4,4,2,3,NA,NA,45.22586873,42,4
14731,29437,4,94,42,4,3,1,3,NA,NA,45.22586873,42,4
14731,29438,5,94,42,4,3,2,3,NA,NA,45.22586873,42,4
14732,29439,1,44,16,3,6,1,1,1,transit,36.22521005,16,3
14732,29440,2,44,16,3,6,2,3,NA,NA,36.22521005,16,3
14733,29441,1,52.2,20,3,7,2,1,1,transit,37.15883436,20,3
14733,29442,2,52.2,20,3,7,1,1,1,auto,37.15883436,20,3
14733,29443,3,52.2,20,3,2,1,3,NA,NA,37.15883436,20,3
14733,29444,4,52.2,20,3,3,1,2,5,auto,37.15883436,20,3
14734,29445,1,42.2,14,1,9,1,3,NA,NA,38.48608728,14,1
14735,29446,1,43,15,3,5,1,2,7,transit,37.21069356,15,3
14735,29447,2,43,15,3,5,1,1,7,transit,37.21069356,15,3
14735,29448,3,43,15,3,8,2,3,NA,NA,37.21069356,15,3
14735,29449,4,43,15,3,8,2,3,NA,NA,37.21069356,15,3
14736,29450,1,41,12,2,9,2,3,NA,NA,37.44934896,12,2
14737,29451,1,38,11,4,7,2,1,5,auto,34.36724645,11,4
14737,29452,2,38,11,4,6,1,1,5,transit,34.36724645,11,4
14737,29453,3,38,11,4,1,1,3,NA,NA,34.36724645,11,4
14738,29454,1,11.1,1,2,8,2,1,1,auto,38.66814155,1,2
14738,29455,2,11.1,1,2,8,1,1,2,transit,38.66814155,1,2
14738,29456,3,11.1,1,2,4,2,1,2,auto,38.66814155,1,2
14738,29457,4,11.1,1,2,5,1,2,2,transit,38.66814155,1,2
14739,29458,1,38,11,4,2,1,3,NA,NA,34.36724645,11,4
14739,29459,2,38,11,4,1,1,3,NA,NA,34.36724645,11,4
14739,29460,3,38,11,4,6,2,3,NA,NA,34.36724645,11,4
14739,29461,4,38,11,4,7,1,1,7,auto,34.36724645,11,4
14740,29462,1,77,35,4,8,2,1,3,auto,38.01839415,35,4
14740,29463,2,77,35,4,8,1,1,3,auto,38.01839415,35,4
14740,29464,3,77,35,4,3,2,3,NA,NA,38.01839415,35,4
14741,29465,1,37,10,4,8,1,1,2,auto,47.84701718,10,4
14741,29466,2,37,10,4,8,2,1,2,workFromHome,47.84701718,10,4
14741,29467,3,37,10,4,5,2,1,6,transit,47.84701718,10,4
14742,29468,1,69,29,3,8,1,3,NA,NA,42.86345741,29,3
14743,29469,1,38,11,4,8,2,2,1,workFromHome,34.36724645,11,4
14743,29470,2,38,11,4,8,1,2,6,transit,34.36724645,11,4
14744,29471,1,83,39,3,6,1,1,8,auto,37.06229615,39,3
14744,29472,2,83,39,3,6,2,1,2,auto,37.06229615,39,3
14744,29473,3,83,39,3,1,2,3,NA,NA,37.06229615,39,3
14745,29474,1,75,34,3,9,1,3,NA,NA,36.64959926,34,3
14745,29475,2,75,34,3,8,2,3,NA,NA,36.64959926,34,3
14746,29476,1,36,9,2,7,2,2,8,transit,27.40659837,9,2
14747,29477,1,38,11,4,8,1,3,NA,NA,34.36724645,11,4
14747,29478,2,38,11,4,7,2,1,3,transit,34.36724645,11,4
14748,29479,1,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14748,29480,2,62.2,26,4,9,1,2,5,auto,40.292277,26,4
14749,29481,1,38,11,4,5,1,1,2,transit,34.36724645,11,4
14750,29482,1,77,35,4,8,2,1,1,workFromHome,38.01839415,35,4
14751,29483,1,35,8,3,8,2,2,5,workFromHome,33.68115209,8,3
14751,29484,2,35,8,3,8,1,2,5,active,33.68115209,8,3
14752,29485,1,35,8,3,9,1,2,6,auto,33.68115209,8,3
14752,29486,2,35,8,3,9,2,2,6,workFromHome,33.68115209,8,3
14753,29487,1,61,24,3,8,2,2,7,active,46.18484884,24,3
14753,29488,2,61,24,3,8,1,3,NA,NA,46.18484884,24,3
14754,29489,1,43,15,3,5,2,1,2,auto,37.21069356,15,3
14754,29490,2,43,15,3,5,1,1,4,transit,37.21069356,15,3
14755,29491,1,62.1,25,2,7,2,3,NA,NA,51.49353372,25,2
14755,29492,2,62.1,25,2,8,1,3,NA,NA,51.49353372,25,2
14756,29493,1,47.1,17,1,6,1,1,5,transit,16.84120461,17,1
14757,29494,1,22,5,2,7,2,1,2,transit,37.35369136,5,2
14758,29495,1,83,39,3,5,1,1,5,auto,37.06229615,39,3
14758,29496,2,83,39,3,5,2,3,NA,NA,37.06229615,39,3
14759,29497,1,92,40,4,9,2,3,NA,NA,86.10151938,40,4
14759,29498,2,92,40,4,9,1,3,NA,NA,86.10151938,40,4
14760,29499,1,62.2,26,4,7,1,1,8,auto,40.292277,26,4
14760,29500,2,62.2,26,4,7,2,1,10,auto,40.292277,26,4
14760,29501,3,62.2,26,4,3,1,3,NA,NA,40.292277,26,4
14761,29502,1,33,6,2,6,1,1,1,active,24.16290488,6,2
14762,29503,1,39,11,2,8,1,1,7,transit,34.36724645,11,2
14763,29504,1,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14764,29505,1,36,9,2,9,1,2,2,workFromHome,27.40659837,9,2
14765,29506,1,77,35,4,7,1,1,1,auto,38.01839415,35,4
14765,29507,2,77,35,4,6,2,1,4,auto,38.01839415,35,4
14765,29508,3,77,35,4,3,2,3,NA,NA,38.01839415,35,4
14765,29509,4,77,35,4,2,2,3,NA,NA,38.01839415,35,4
14766,29510,1,75,34,3,8,2,3,NA,NA,36.64959926,34,3
14766,29511,2,75,34,3,8,1,2,7,workFromHome,36.64959926,34,3
14767,29512,1,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14768,29513,1,37,10,4,7,1,3,NA,NA,47.84701718,10,4
14768,29514,2,37,10,4,4,2,1,10,auto,47.84701718,10,4
14768,29515,3,37,10,4,2,1,3,NA,NA,47.84701718,10,4
14768,29516,4,37,10,4,7,2,3,NA,NA,47.84701718,10,4
14769,29517,1,34,7,4,9,2,3,NA,NA,35.08183565,7,4
14770,29518,1,36,9,2,6,2,3,NA,NA,27.40659837,9,2
14770,29519,2,36,9,2,6,1,1,2,active,27.40659837,9,2
14771,29520,1,57.2,23,3,6,2,2,5,transit,38.236955,23,3
14771,29521,2,57.2,23,3,7,1,1,2,active,38.236955,23,3
14771,29522,3,57.2,23,3,2,1,3,NA,NA,38.236955,23,3
14771,29523,4,57.2,23,3,2,1,3,NA,NA,38.236955,23,3
14772,29524,1,71.2,30,3,8,2,2,4,auto,39.66397038,30,3
14772,29525,2,71.2,30,3,5,1,1,3,transit,39.66397038,30,3
14774,29528,1,36,9,2,7,1,1,3,active,27.40659837,9,2
14776,29531,1,44,16,3,7,2,2,6,workFromHome,36.22521005,16,3
14776,29532,2,44,16,3,7,1,1,2,auto,36.22521005,16,3
14776,29533,3,44,16,3,1,2,3,NA,NA,36.22521005,16,3
14777,29534,1,38,11,4,5,2,1,2,transit,34.36724645,11,4
14778,29535,1,69,29,3,8,1,1,8,auto,42.86345741,29,3
14778,29536,2,69,29,3,8,2,1,5,auto,42.86345741,29,3
14779,29537,1,51.1,19,1,8,1,2,7,transit,32.82337558,19,1
14779,29538,2,51.1,19,1,8,2,1,2,auto,32.82337558,19,1
14780,29539,1,35,8,3,9,2,3,NA,NA,33.68115209,8,3
14781,29540,1,62.2,26,4,8,2,1,7,transit,40.292277,26,4
14781,29541,2,62.2,26,4,8,1,3,NA,NA,40.292277,26,4
14781,29542,3,62.2,26,4,9,1,3,NA,NA,40.292277,26,4
14782,29543,1,39,11,2,7,2,1,2,transit,34.36724645,11,2
14783,29544,1,79,36,1,8,1,2,1,transit,32.60823674,36,1
14784,29545,1,21,4,2,6,1,1,4,auto,29.76898566,4,2
14784,29546,2,21,4,2,6,2,2,2,workFromHome,29.76898566,4,2
14784,29547,3,21,4,2,1,2,3,NA,NA,29.76898566,4,2
14784,29548,4,21,4,2,1,2,3,NA,NA,29.76898566,4,2
14785,29549,1,81,37,1,9,2,3,NA,NA,41.63658283,37,1
14786,29550,1,62.2,26,4,8,1,3,NA,NA,40.292277,26,4
14786,29551,2,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14787,29552,1,41,12,2,7,2,1,5,auto,37.44934896,12,2
14787,29553,2,41,12,2,7,1,1,4,transit,37.44934896,12,2
14787,29554,3,41,12,2,3,2,3,NA,NA,37.44934896,12,2
14788,29555,1,33,6,2,9,2,3,NA,NA,24.16290488,6,2
14789,29556,1,34,7,4,7,1,1,7,active,35.08183565,7,4
14789,29557,2,34,7,4,7,2,1,5,auto,35.08183565,7,4
14789,29558,3,34,7,4,3,2,1,7,auto,35.08183565,7,4
14789,29559,4,34,7,4,3,2,3,NA,NA,35.08183565,7,4
14790,29560,1,74,33,4,5,2,1,4,auto,69.66809669,33,4
14791,29561,1,33,6,2,8,2,1,4,active,24.16290488,6,2
14791,29562,2,33,6,2,8,1,2,8,active,24.16290488,6,2
14792,29563,1,96,44,3,7,2,1,4,transit,47.7524933,44,3
14792,29564,2,96,44,3,3,1,3,NA,NA,47.7524933,44,3
14792,29565,3,96,44,3,2,1,3,NA,NA,47.7524933,44,3
14793,29566,1,62.1,25,2,7,2,1,5,transit,51.49353372,25,2
14793,29567,2,62.1,25,2,3,2,3,NA,NA,51.49353372,25,2
14793,29568,3,62.1,25,2,2,2,3,NA,NA,51.49353372,25,2
14794,29569,1,29,6,1,7,1,2,5,workFromHome,24.16290488,6,1
14794,29570,2,29,6,1,7,2,1,5,transit,24.16290488,6,1
14794,29571,3,29,6,1,3,2,3,NA,NA,24.16290488,6,1
14794,29572,4,29,6,1,2,1,3,NA,NA,24.16290488,6,1
14795,29573,1,41,12,2,4,2,3,NA,NA,37.44934896,12,2
14795,29574,2,41,12,2,5,1,3,NA,NA,37.44934896,12,2
14795,29575,3,41,12,2,7,2,3,NA,NA,37.44934896,12,2
14796,29576,1,38,11,4,8,1,1,2,auto,34.36724645,11,4
14796,29577,2,38,11,4,7,2,2,7,transit,34.36724645,11,4
14796,29578,3,38,11,4,2,2,3,NA,NA,34.36724645,11,4
14796,29579,4,38,11,4,1,2,3,NA,NA,34.36724645,11,4
14797,29580,1,44,16,3,5,2,1,2,workFromHome,36.22521005,16,3
14797,29581,2,44,16,3,5,1,1,8,auto,36.22521005,16,3
14798,29582,1,39,11,2,8,1,3,NA,NA,34.36724645,11,2
14799,29583,1,62.1,25,2,9,1,3,NA,NA,60.55659661,25,2
14799,29584,2,62.1,25,2,9,2,3,NA,NA,60.55659661,25,2
14799,29585,3,62.1,25,2,7,2,1,1,auto,60.55659661,25,2
14800,29586,1,53.2,20,3,7,2,1,4,auto,37.15883436,20,3
14800,29587,2,53.2,20,3,3,2,3,NA,NA,37.15883436,20,3
14800,29588,3,53.2,20,3,2,2,3,NA,NA,37.15883436,20,3
14801,29589,1,36,9,2,9,1,3,NA,NA,27.40659837,9,2
14801,29590,2,36,9,2,9,2,3,NA,NA,27.40659837,9,2
14802,29591,1,75,34,3,7,2,1,1,auto,36.64959926,34,3
14802,29592,2,75,34,3,8,1,1,1,auto,36.64959926,34,3
14802,29593,3,75,34,3,4,2,3,NA,NA,36.64959926,34,3
14803,29594,1,41,12,2,4,1,3,NA,NA,37.44934896,12,2
14804,29595,1,69,29,3,9,1,3,NA,NA,42.86345741,29,3
14804,29596,2,69,29,3,9,2,3,NA,NA,42.86345741,29,3
14805,29597,1,68,28,3,8,2,3,NA,NA,29.48582053,28,3
14806,29598,1,37,10,4,6,2,3,NA,NA,47.84701718,10,4
14807,29599,1,47.2,18,2,9,2,2,2,workFromHome,28.07877365,18,2
14808,29600,1,81,37,1,9,1,3,NA,NA,41.63658283,37,1
14808,29601,2,81,37,1,8,2,1,5,auto,41.63658283,37,1
14809,29602,1,61,24,3,6,1,2,1,workFromHome,46.18484884,24,3
14810,29603,1,22,5,2,5,2,1,6,active,37.35369136,5,2
14811,29604,1,21,4,2,7,1,1,2,transit,46.20553258,4,2
14812,29605,1,62.2,26,4,9,1,3,NA,NA,40.292277,26,4
14812,29606,2,62.2,26,4,8,2,2,5,auto,40.292277,26,4
14813,29607,1,36,9,2,9,1,3,NA,NA,27.40659837,9,2
14814,29608,1,33,6,2,5,1,1,3,transit,24.16290488,6,2
14814,29609,2,33,6,2,5,2,3,NA,NA,24.16290488,6,2
14815,29610,1,94,42,4,7,2,3,NA,NA,45.22586873,42,4
14815,29611,2,94,42,4,8,1,2,8,auto,45.22586873,42,4
14816,29612,1,34,7,4,8,2,3,NA,NA,35.08183565,7,4
14817,29613,1,81,37,1,5,1,1,8,auto,41.63658283,37,1
14817,29614,2,81,37,1,5,1,2,5,auto,41.63658283,37,1
14818,29615,1,41,12,2,6,2,1,7,auto,37.44934896,12,2
14818,29616,2,41,12,2,6,1,1,7,auto,37.44934896,12,2
14818,29617,3,41,12,2,1,1,3,NA,NA,37.44934896,12,2
14819,29618,1,57.2,23,3,7,1,1,1,transit,38.236955,23,3
14819,29619,2,57.2,23,3,8,1,3,NA,NA,38.236955,23,3
14820,29620,1,44,16,3,7,1,2,1,workFromHome,36.22521005,16,3
14820,29621,2,44,16,3,2,1,3,NA,NA,36.22521005,16,3
14821,29622,1,44,16,3,7,2,1,4,auto,36.22521005,16,3
14821,29623,2,44,16,3,2,2,3,NA,NA,36.22521005,16,3
14821,29624,3,44,16,3,7,1,1,7,auto,36.22521005,16,3
14822,29625,1,47.2,18,2,7,2,1,1,active,35.26367329,18,2
14823,29626,1,77,35,4,9,1,2,8,auto,38.01839415,35,4
14823,29627,2,77,35,4,9,2,3,NA,NA,38.01839415,35,4
14824,29628,1,77,35,4,7,2,1,1,workFromHome,38.01839415,35,4
14824,29629,2,77,35,4,7,1,1,1,auto,38.01839415,35,4
14824,29630,3,77,35,4,3,1,3,NA,NA,38.01839415,35,4
14824,29631,4,77,35,4,2,1,3,NA,NA,38.01839415,35,4
14825,29632,1,21,4,2,9,2,3,NA,NA,29.76898566,4,2
14826,29633,1,43,15,3,7,1,1,5,workFromHome,37.21069356,15,3
14827,29634,1,42.1,13,1,7,2,1,5,transit,37.91466497,13,1
14827,29635,2,42.1,13,1,8,1,3,NA,NA,37.91466497,13,1
14827,29636,3,42.1,13,1,4,1,3,NA,NA,37.91466497,13,1
14827,29637,4,42.1,13,1,4,1,2,5,active,37.91466497,13,1
14828,29638,1,73,32,3,9,1,3,NA,NA,50.0922619,32,3
14828,29639,2,73,32,3,6,2,1,10,transit,50.0922619,32,3
14828,29640,3,73,32,3,4,2,2,2,workFromHome,50.0922619,32,3
14828,29641,4,73,32,3,3,1,3,NA,NA,50.0922619,32,3
14829,29642,1,21,4,2,7,2,1,5,active,29.76898566,4,2
14830,29643,1,42.2,14,1,8,1,1,10,auto,38.48608728,14,1
14830,29644,2,42.2,14,1,8,2,1,10,transit,38.48608728,14,1
14831,29645,1,43,15,3,7,2,1,7,auto,37.21069356,15,3
14831,29646,2,43,15,3,7,1,1,7,transit,37.21069356,15,3
14832,29647,1,83,39,3,8,2,3,NA,NA,37.06229615,39,3
14832,29648,2,83,39,3,8,1,1,2,auto,37.06229615,39,3
14833,29649,1,37,10,4,7,1,1,7,workFromHome,47.84701718,10,4
14834,29650,1,38,11,4,8,1,3,NA,NA,34.36724645,11,4
14834,29651,2,38,11,4,8,2,3,NA,NA,34.36724645,11,4
14834,29652,3,38,11,4,5,1,1,7,auto,34.36724645,11,4
14834,29653,4,38,11,4,5,2,2,6,workFromHome,34.36724645,11,4
14835,29654,1,52.2,20,3,8,1,1,5,auto,37.15883436,20,3
14835,29655,2,52.2,20,3,8,2,1,5,auto,37.15883436,20,3
14836,29656,1,75,34,3,6,1,1,1,active,36.64959926,34,3
14836,29657,2,75,34,3,6,2,2,4,auto,36.64959926,34,3
14836,29658,3,75,34,3,3,1,2,7,auto,36.64959926,34,3
14836,29659,4,75,34,3,2,2,2,7,transit,36.64959926,34,3
14837,29660,1,69,29,3,8,1,1,1,auto,42.86345741,29,3
14837,29661,2,69,29,3,7,2,1,5,auto,42.86345741,29,3
14837,29662,3,69,29,3,4,1,1,5,auto,42.86345741,29,3
14837,29663,4,69,29,3,4,1,3,NA,NA,42.86345741,29,3
14838,29664,1,12,2,4,8,1,2,2,workFromHome,36.18711029,2,4
14838,29665,2,12,2,4,8,2,2,1,auto,36.18711029,2,4
14839,29666,1,34,7,4,9,2,3,NA,NA,35.08183565,7,4
14839,29667,2,34,7,4,9,1,2,4,transit,35.08183565,7,4
14840,29668,1,75,34,3,9,2,3,NA,NA,36.64959926,34,3
14840,29669,2,75,34,3,9,1,3,NA,NA,36.64959926,34,3
14841,29670,1,75,34,3,9,2,1,5,auto,36.64959926,34,3
14842,29671,1,38,11,4,6,1,1,1,auto,34.36724645,11,4
14842,29672,2,38,11,4,5,2,1,4,auto,34.36724645,11,4
14843,29673,1,61,24,3,5,1,1,1,auto,46.18484884,24,3
14843,29674,2,61,24,3,5,2,1,4,transit,46.18484884,24,3
14843,29675,3,61,24,3,8,2,3,NA,NA,46.18484884,24,3
14843,29676,4,61,24,3,9,1,3,NA,NA,46.18484884,24,3
14844,29677,1,74,33,4,6,2,1,4,auto,69.66809669,33,4
14845,29678,1,53.2,20,3,9,1,2,7,workFromHome,37.15883436,20,3
14845,29679,2,53.2,20,3,8,2,3,NA,NA,37.15883436,20,3
14845,29680,3,53.2,20,3,5,1,1,4,auto,37.15883436,20,3
14846,29681,1,38,11,4,5,2,1,2,transit,34.36724645,11,4
14846,29682,2,38,11,4,1,1,3,NA,NA,34.36724645,11,4
14846,29683,3,38,11,4,1,1,3,NA,NA,34.36724645,11,4
14847,29684,1,62.2,26,4,8,1,1,2,auto,40.292277,26,4
14847,29685,2,62.2,26,4,8,2,1,5,auto,40.292277,26,4
14848,29686,1,62.2,26,4,7,1,1,2,auto,40.292277,26,4
14848,29687,2,62.2,26,4,7,2,1,7,active,40.292277,26,4
14848,29688,3,62.2,26,4,2,2,3,NA,NA,40.292277,26,4
14848,29689,4,62.2,26,4,2,1,3,NA,NA,40.292277,26,4
14849,29690,1,94,42,4,9,1,3,NA,NA,45.22586873,42,4
14849,29691,2,94,42,4,9,2,2,5,auto,45.22586873,42,4
14850,29692,1,39,11,2,5,2,1,7,active,34.36724645,11,2
14850,29693,2,39,11,2,4,2,3,NA,NA,34.36724645,11,2
14851,29694,1,37,10,4,7,2,3,NA,NA,47.84701718,10,4
14851,29695,2,37,10,4,7,1,1,4,auto,47.84701718,10,4
14851,29696,3,37,10,4,3,1,3,NA,NA,47.84701718,10,4
14852,29697,1,75,34,3,8,2,3,NA,NA,36.64959926,34,3
14852,29698,2,75,34,3,9,1,3,NA,NA,36.64959926,34,3
14852,29699,3,75,34,3,10,2,3,NA,NA,36.64959926,34,3
14853,29700,1,36,9,2,9,2,3,NA,NA,27.40659837,9,2
14853,29701,2,36,9,2,9,1,3,NA,NA,27.40659837,9,2
14854,29702,1,39,11,2,6,2,1,5,active,34.36724645,11,2
14854,29703,2,39,11,2,6,1,1,7,workFromHome,34.36724645,11,2
14855,29704,1,38,11,4,5,1,1,2,auto,34.36724645,11,4
14855,29705,2,38,11,4,9,1,3,NA,NA,34.36724645,11,4
14855,29706,3,38,11,4,9,2,3,NA,NA,34.36724645,11,4
14855,29707,4,38,11,4,5,2,1,2,transit,34.36724645,11,4
14856,29708,1,62.2,26,4,9,2,3,NA,NA,40.292277,26,4
14857,29709,1,36,9,2,9,2,3,NA,NA,27.40659837,9,2
14857,29710,2,36,9,2,10,1,3,NA,NA,27.40659837,9,2
14858,29711,1,73,32,3,8,2,3,NA,NA,50.0922619,32,3
14858,29712,2,73,32,3,4,2,2,7,transit,50.0922619,32,3
14859,29713,1,53.2,20,3,8,1,3,NA,NA,37.15883436,20,3
14859,29714,2,53.2,20,3,9,2,3,NA,NA,37.15883436,20,3
14860,29715,1,22,5,2,6,1,1,7,active,37.35369136,5,2
14860,29716,2,22,5,2,5,2,1,7,active,37.35369136,5,2
14861,29717,1,74,33,4,9,1,3,NA,NA,69.66809669,33,4
14861,29718,2,74,33,4,9,2,3,NA,NA,69.66809669,33,4
14862,29719,1,33,6,2,7,1,1,2,transit,24.16290488,6,2
14863,29720,1,21,4,2,6,1,1,3,active,29.76898566,4,2
14864,29721,1,53.1,20,1,9,1,3,NA,NA,78.73053833,20,1
14864,29722,2,53.1,20,1,9,2,3,NA,NA,78.73053833,20,1
14865,29723,1,12,2,4,8,1,1,2,transit,20.3367354,2,4
14865,29724,2,12,2,4,7,2,2,5,workFromHome,20.3367354,2,4
14865,29725,3,12,2,4,1,1,3,NA,NA,20.3367354,2,4
14865,29726,4,12,2,4,1,2,3,NA,NA,20.3367354,2,4
14866,29727,1,38,11,4,7,1,3,NA,NA,34.36724645,11,4
14866,29728,2,38,11,4,7,2,1,7,transit,34.36724645,11,4
14867,29729,1,77,35,4,9,1,3,NA,NA,38.01839415,35,4
14867,29730,2,77,35,4,9,2,3,NA,NA,38.01839415,35,4
14868,29731,1,83,39,3,9,2,3,NA,NA,37.06229615,39,3
14869,29732,1,75,34,3,9,2,3,NA,NA,36.64959926,34,3
14870,29733,1,34,7,4,7,1,1,1,auto,35.08183565,7,4
